,title,date,url,content
142,Readout of Ambassador Tai’s Stakeholder Meetings in Kenya,2023-07-19,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/readout-ambassador-tais-stakeholder-meetings-kenya,"NAIROBI – In addition to her meeting with
President William Ruto
and
co-chairing a meeting
of the U.S.-East African Community Trade and Investment Framework Agreement Council, Ambassador Tai met with a range of stakeholders during her trip to Kenya on July 17-19, 2023.
On July 19, Ambassador Tai participated in a roundtable discussion with members of Kenya’s civil society. This included representatives from the private sector, labor leaders, and human rights organizations. Ambassador Tai stressed the Biden-Harris Administration’s support for Kenyan democracy, and for strengthening resilient, sustainable, inclusive trade ties. In keeping with President Biden’s pledge to build the economy from the bottom up and the middle out, Ambassador Tai noted the importance of ensuring that trade policy can benefit all people.
Later, Ambassador Tai hosted a roundtable with local business leaders. The discussion focused on the challenges and opportunities that Kenyan businesses face today, including supply chain vulnerabilities, workforce development, and sustainable development. Roundtable participants also discussed the benefits of the African Growth and Opportunity Act and how to create a predictable business climate in Kenya to facilitate economic growth and investment.
Both events, as well as Ambassador Tai’s
visit to the electric motorbike manufacturer ARC Ride
on July 17, underscore USTR’s commitment to meeting stakeholders where they are and ensuring diverse voices are represented in the policymaking process.
###"
143,Readout of Ambassador Katherine Tai’s Meeting with President of Kenya William Ruto,2023-07-19,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/readout-ambassador-katherine-tais-meeting-president-kenya-william-ruto,"NAIROBI – United States Trade Representative Katherine Tai met today with President William Ruto. The two leaders previously met in September 2022 when Ambassador Tai led a Presidential Delegation to Nairobi to attend the inauguration of President Ruto.
Ambassador Tai provided an overview of her trip to Kenya, which included meetings with government officials, stakeholders, and co-chairing a meeting of the U.S.-East African Community (EAC) Trade and Investment Framework Agreement (TIFA) Council.
Ambassador Tai also delivered updates related to the U.S.-Kenya Strategic Trade and Investment Partnership (STIP). Ambassador Tai noted her appreciation for the positive feedback the STIP has received so far. She noted the importance of continuing momentum on this initiative and for the United States and Kenya negotiating teams to intensify their engagement in the coming months.
Ambassador Tai and President Ruto also discussed the African Growth and Opportunity Act (AGOA) and its role in strengthening U.S. economic and trade relations with the continent. Recognizing that AGOA reauthorization must come from the United States Congress, Ambassador Tai pledged to continue working with Members, relevant committees, and stakeholders on this issue.
Ambassador Tai thanked President Ruto for his government’s hospitality in hosting her this week and for Kenya’s participation in the U.S.-EAC TIFA Council meeting. Ambassador Tai and President Ruto agreed to maintain close cooperation between the United States and Kenya moving forward.
###"
144,Ambassador Katherine Tai Co-Leads the Meeting of the U.S.-East African Community Trade and Investment Framework Agreement Readout,2023-07-18,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/ambassador-katherine-tai-co-leads-meeting-us-east-african-community-trade-and-investment-framework,"NAIROBI – United States Trade Representative Katherine Tai today co-led a meeting of the U.S.-East African Community (EAC) Trade and Investment Framework Agreement (TIFA) Council. This meeting marks the fifteen-year anniversary of the U.S.-EAC TIFA. The meeting was co-led by Dr. Peter Mutuku Mathuki, Secretary General of the EAC. The EAC is composed of seven Partner States: The Republic of Burundi, the Democratic Republic of the Congo, the Republic of Kenya, the Republic of Rwanda, the Republic of South Sudan, the Republic of Uganda, and the United Republic of Tanzania.
During the meeting, Ambassador Tai and EAC Partner States highlighted the success of the U.S.-Africa Leaders Summit held in Washington, D.C. this past December and the increased engagement by leaders of the Biden-Harris Administration with the EAC and the continent.
Ambassador Tai and Partner States also discussed the African Growth and Opportunity Act (AGOA) and the Memorandum of Understanding between the Office of the U.S. Trade Representative and the African Continental Free Trade Area Secretariat (AfCFTA). Ambassador Tai stressed that the United States Congress will ultimately make final decisions on AGOA, thanked EAC Partner States for the insightful conversation, and welcomed further communication on these issues.
Ambassador Tai reinforced the partnership between the U.S. and the EAC. Both sides look forward to the work ahead including the 2023 AGOA forum.
###"
145,"USTR Announces Fiscal Year 2024 WTO Tariff-Rate Quota Allocations for Raw Cane Sugar, Refined and Specialty Sugar, and Sugar-Containing Products",2023-07-18,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/ustr-announces-fiscal-year-2024-wto-tariff-rate-quota-allocations-raw-cane-sugar-refined-and,"WASHINGTON - The Office of the U.S. Trade Representative (USTR) today announced the country-specific and first-come, first-served in-quota allocations of the tariff-rate quotas (TRQs) on imported raw cane sugar, refined and specialty sugar, and sugar-containing products for Fiscal Year (FY) 2024 (October 1, 2023, through September 30, 2024).
TRQs allow countries to export specified quantities of a product to the United States at a relatively low tariff, but subject all imports of the product above a pre-determined threshold to a higher tariff.
On July 5, 2023, the Administrator of the Foreign Agricultural Service of the U.S. Department of Agriculture (Administrator) announced the establishment of the in-quota quantity for raw cane sugar for FY 2024.  The in-quota quantity for the TRQ on raw cane sugar for FY 2024 is 1,117,195 metric tons raw value (MTRV)*, which is the minimum amount to which the United States is committed under the World Trade Organization (WTO) Agreement.  USTR is allocating the raw cane sugar TRQ of 1,117,195 MTRV to the following countries in the quantities specified below:
Country
FY 2024 Raw Cane Sugar Allocations (MTRV)
Argentina
46,260
Australia
89,293
Barbados
7,531
Belize
11,834
Bolivia
8,606
Brazil
155,993
Colombia
25,819
Congo (Brazzaville)
7,258
Costa Rica
16,137
Cote d'Ivoire
7,258
Dominican Republic
189,343
Ecuador
11,834
El Salvador
27,971
Eswatini (Swaziland)
17,213
Fiji
9,682
Gabon
7,258
Guatemala
51,639
Guyana
12,910
Haiti
7,258
Honduras
10,758
India
8,606
Jamaica
11,834
Madagascar
7,258
Malawi
10,758
Mauritius
12,910
Mexico
7,258
Mozambique
13,986
Panama
31,199
Papua New Guinea
7,258
Paraguay
7,258
Peru
44,108
Philippines
145,235
South Africa
24,744
St. Kitts & Nevis
7,258
Taiwan
12,910
Thailand
15,061
Trinidad & Tobago
7,531
Uruguay
7,258
Zimbabwe
12,910
The allocations of the raw cane sugar WTO TRQ to countries that are net importers of sugar are conditioned on receipt of the appropriate verifications of origin.  Certificates for quota eligibility must accompany imports from any country for which an allocation has been provided.
On July 5, 2023, the Administrator also announced the establishment of the in-quota quantity of the FY 2024 refined sugar TRQ at 232,000 MTRV, for which the sucrose content, by weight in the dry state, must have a polarimeter reading of 99.5 degrees or more.  This amount includes the minimum level to which the United States is committed under the WTO Agreement (22,000 MTRV of which 1,656 MTRV is reserved for specialty sugar) and an additional 210,000 MTRV for specialty sugars.  The U.S. Trade Representative is allocating the refined sugar TRQ as follows:  10,300 MTRV to Canada, 2,954 MTRV to Mexico, and 7,090 MTRV to be administered on a first-come, first-served basis.
Imports of all specialty sugar will be administered on a first-come, first-served basis in five tranches.  The Administrator has announced that the total in-quota quantity of specialty sugar will be the 1,656 MTRV reserved within the WTO minimum commitment plus an additional 210,000 MTRV.  The first tranche of 1,656 MTRV will open on October 2, 2023.  All types of specialty sugars are eligible for entry under this tranche.  The second tranche of 60,000 MTRV will open on October 10, 2023.  The third tranche of 60,000 MTRV will open on January 19, 2024.  The fourth tranche of 45,000 MTRV will open on April 15, 2024.  The fifth tranche of 45,000 MTRV will open on July 15, 2024.  The second, third, fourth, and fifth tranches will be reserved for organic sugar and other specialty sugars not currently produced commercially in the United States or reasonably available from domestic sources.
With respect to the in-quota quantity of 64,709 metric tons (MT) of the TRQ for imports of certain sugar-containing products maintained under Additional U.S. Note 8 to chapter 17 of the HTSUS, USTR is allocating 59,250 MT to Canada.  The remainder, 5,459 MT of the in-quota quantity is available for other countries on a first-come, first-served basis.
Raw cane sugar, refined and specialty sugar, and sugar-containing products for FY 2024 TRQs may enter the United States as of October 2, 2023.
Conversion factor:
1 metric ton = 1.10231125 short tons.
###"
146,USTR Announces Fiscal Year 2023 Allocation of Additional Tariff-Rate Quota Volume for Raw Cane Sugar,2023-07-18,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/ustr-announces-fiscal-year-2023-allocation-additional-tariff-rate-quota-volume-raw-cane-sugar,"WASHINGTON – The Office of the U.S. Trade Representative today announced country-specific in-quota additional allocations under the tariff-rate quota (TRQ) on imported raw cane sugar for Fiscal Year (FY) 2023 (October 1, 2022 through September 30, 2023).
TRQs allow countries to export specified quantities of a product to the United States at a relatively low tariff, but subject all imports of the product above a pre-determined threshold to a higher tariff.
On July 10, 2023, the U.S. Department of Agriculture (USDA) announced an additional in-quota quantity of the TRQ for raw cane sugar for the remainder of FY 2023 in the amount of 125,000 metric tons raw value (MTRV).  This quantity is in addition to the minimum amount to which the United States is committed under the World Trade Organization Agreement (1,117,195 MTRV).  USTR is allocating this additional quantity of 125,000 MTRV to the following countries in the amounts specified below:
Country
FY 2023 Raw Sugar TRQ Increase Allocations (MTRV)
Australia
19,356
Belize
2,565
Bolivia
1,632
Brazil
33,815
Colombia
5,597
Costa Rica
3,498
Ecuador
2,565
El Salvador
6,063
Eswatini (Swaziland)
3,731
Fiji
2,099
Guatemala
11,194
Honduras
2,332
India
700
Mauritius
2,799
Mozambique
3,032
Panama
3,032
Peru
9,562
South Africa
5,364
Thailand
3,265
Zimbabwe
2,799
The allocations of the raw cane sugar WTO TRQ to countries that are net importers of sugar are conditioned on receipt of the appropriate verifications of origin.  Certificates of quota eligibility must accompany imports from any country for which an allocation has been provided.
Conversion factor:
1 metric ton = 1.10231125 short tons.
###"
147,Joint USTR and U.S. Department of Commerce Readout of Fourth Indo-Pacific Economic Framework Negotiating Round in South Korea,2023-07-16,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/joint-ustr-and-us-department-commerce-readout-fourth-indo-pacific-economic-framework-negotiating,"BUSAN, South Korea—The Office of the United States Trade Representative (USTR) and the U.S. Department of Commerce participated in the fourth in-person negotiating round for the Indo-Pacific Economic Framework for Prosperity (IPEF) in Busan, South Korea from July 9-15, 2023.
The U.S. delegation was co-led by Sarah Ellerman, Assistant United States Trade Representative for Southeast Asia and the Pacific and IPEF Pillar I Chief Negotiator, and Sharon H. Yuan, U.S. Department of Commerce Counselor and IPEF Pillars II-IV Chief Negotiator.
Building on the discussions that took place during the third negotiating round in Singapore and the Ministerial meeting in the United States in May 2023, the IPEF partners continued to make progress on negotiations towards high-standard outcomes under Pillars I (Trade), III (Clean Economy), and IV (Fair Economy). Officials also advanced the legal review of the proposed IPEF Supply Chain Agreement (Pillar II).
Prior to the fourth negotiating round in Busan, USTR and the U.S. Department of Commerce jointly held an IPEF listening session on June 28 in Washington, D.C. This listening session presented an opportunity for stakeholders to provide thoughts and comments on the IPEF negotiations. The U.S. government IPEF chief negotiators, as well as representatives from USTR and the Department of Commerce, attended this event. A second listening session was held with the Government of the Republic of Korea on July 13 for interested stakeholders.
During the negotiating round, USTR and the U.S. Department of Commerce also briefed Congressional committee staff in attendance.
In keeping with our strong commitment to transparency in the development and implementation of the Biden-Harris Administration’s trade agenda, USTR and the U.S. Department of Commerce will continue to provide regular updates and briefings to both stakeholders and Congress as negotiations progress.
The United States will continue to engage with IPEF partners and will participate in additional in-person negotiating rounds in 2023. Additional details regarding the next in-person negotiating round will be announced at a later date.
IPEF Negotiating Rounds and Ministerial Meetings
On June 29, 2023, U.S. Secretary of Commerce Gina Raimondo hosted an
IPEF virtual ministerial meeting
, where the IPEF partners reaffirmed their shared commitment to ambitious outcomes in Pillars III (Clean Economy) and IV (Fair Economy) and discussed the importance of delivering concrete benefits, including technical assistance and capacity building to support future implementation of the high standard commitments envisioned under the two pillars.
The IPEF partners met in Detroit, Michigan, for a ministerial meeting on May 27, during which they recognized the progress made in Pillars I (Trade), III (Clean Economy) and IV (Fair Economy), and
announced
the substantial conclusion of negotiations on a landmark IPEF Supply Chain Agreement under Pillar II.
The
first negotiating round
was held in Brisbane, Australia, from December 10-12, 2022, followed by a
special negotiating round
on Pillars II-IV in New Delhi, India, from February 8-11, 2023. The
second negotiating round
was held in Bali, Indonesia from March 13-19, 2023, followed by the
third negotiating round
in Singapore from May 8-15, 2023.
For more information and updates on IPEF, please visit
https://ustr.gov/ipef
.
###"
148,Ambassador Katherine Tai to Travel to Belgium,2023-07-14,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/ambassador-katherine-tai-travel-belgium,"WASHINGTON – United States Trade Representative Katherine Tai will travel to Brussels, Belgium from July 20-21, 2023.
During her trip, Ambassador Tai will meet with European Commission Executive Vice President Valdis Dombrovskis to continue discussions on establishing a Global Arrangement on Sustainable Steel and Aluminum. This will be Ambassador Tai’s second meeting in July with Executive Vice President Dombrovskis and reflects the strong ongoing commitment from the U.S. and the EU to reach consensus on the agreement by the October 2023 deadline.
This trip follows Ambassador Tai’s travel to Kenya. More details on her trip to Kenya can be found
here
.
Additional details on Ambassador Tai’s meetings and events in Brussels will be provided at a later date.
###"
149,"United States, Mexico and Canada Joint Statement of the Third Meeting of the USMCA/T-MEC/CUSMA Free Trade Commission",2023-07-13,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/united-states-mexico-and-canada-joint-statement-third-meeting-usmcat-meccusma-free-trade-commission,"Following the third meeting of the USMCA/T-MEC/CUSMA (Agreement) Free Trade Commission (FTC) on July 7, 2023, United States Trade Representative Katherine Tai, Mexican Secretary of Economy Raquel Buenrostro, and Canadian Minister of International Trade, Export Promotion, Small Business and Economic Development Mary Ng issued the following joint statement:
“Today, Mexico, the United States, and Canada held the third meeting of the T-MEC/USMCA/CUSMA FTC in Cancún, Quintana Roo, Mexico. Three years after the Agreement’s entry into force, it continues to strengthen a competitive and dynamic North America.”
The Ministers highlighted the importance of the Agreement as the foundational pillar of the North American economic relationship. The Ministers also underscored the importance of resolving disputes through the Agreement’s mechanisms to provide greater certainty, enhance competitiveness, and avoid unnecessary disruptions to trade.
During the meeting, the Ministers reviewed the progress made over the past year and took note of the readouts from Committees and Working Groups, including Trade in Goods, State-Owned Enterprises and Designated Monopolies, Environment, Agricultural Biotechnology, and Labor, among others. The Ministers offered guidance for future work and reiterated that ongoing engagement is critical to the Agreement’s full implementation. The Ministers also engaged in broader discussions on North American Competitiveness, SMEs and Inclusive Trade, and Labor.
North American Competitiveness
The Ministers reaffirmed their shared interest in enhancing regional competitiveness. They held a roundtable discussion with business delegations from all three countries to exchange ideas on economic integration and the role of the Agreement in this process. The Ministers discussed the important work to fulfill the terms of the T-MEC/USMCA/CUSMA FTC Decision Number 5, which entered into force in February 2023, including to coordinate North American efforts to maintain regional trade flows during emergency situations and develop a shared understanding of what constitutes critical infrastructure priorities.
The Ministers also recognized the recent trilateral workforce development events held throughout 2022 and 2023. Mexico hosted a virtual event on workforce development certification and educational practices. Then, Canada hosted a hybrid event in Winnipeg, Manitoba regarding climate commitments and addressing opportunities for women, Indigenous Peoples, youth and other underrepresented groups. Most recently, the United States hosted an in-person event in Huntsville, Alabama that included meetings with representatives from regional Historically Black Colleges and Universities (HBCUs), state and local governments, and industry. The Ministers instructed their respective teams to continue organizing additional workforce development programs in each country to exchange best practices and to explore regional and national solutions to workforce development challenges.
Based on Canada’s proposal for the three countries to work together to enhance North America’s competitiveness by building on each country’s open and transparent investment environments, the Ministers encouraged each country to share best practices.
SMEs and Inclusive Trade
The Ministers reiterated their commitment to promote mechanisms to increase competitiveness and encourage the active participation of SMEs in international trade, especially for those SMEs led by groups that are traditionally underrepresented. The Ministers acknowledged the trilateral information-sharing session on inclusive trade organized by Canada in March for committee leads. In addition, the Ministers look forward to the 2nd USMCA SME Dialogue, which will be hosted by Mexico in September. The Ministers expressed interest in the SME Committee’s upcoming activity, organized in partnership with Indigenous SMEs and organizations, to help facilitate Indigenous SMEs trade within the region, which will be hosted by Canada this fall.
Labor
The Ministers reaffirmed their commitment to uphold workers’ rights as set forth in the Agreement, including freedom of association and collective bargaining rights. The Ministers discussed steps each country is taking to implement the Agreement’s obligation to ban the importation of goods produced by forced labor. The Ministers also held a discussion with Mexican labor stakeholders to hear first-hand from workers in order to incorporate their voices into trade policy and to discuss opportunities that the Agreement offers to improve the standard of living of North American workers and to place them at the center of trade.
Next Steps
The T-MEC/USMCA/CUSMA Parties share a unique history and culture that emphasize innovation, equitable development, and mutually beneficial trade to create inclusive economic opportunities for the benefit of our peoples. The Agreement has an increasingly important role in strengthening the resilience of our economies. As we continue implementing our Agreement, the Parties reiterate that committees should continue to engage with underrepresented communities to ensure that the Agreement benefits those who have historically been left behind by trade. The Parties further agreed to hold a Deputies Meeting before the end of this year to assess the progress on the areas highlighted today and identify ongoing opportunities for future engagement.
###"
150,Ambassador Katherine Tai to Travel to Kenya,2023-07-13,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/ambassador-katherine-tai-travel-kenya,"WASHINGTON – United States Trade Representative Katherine Tai will travel to Nairobi, Kenya from July 17-19, 2023 to co-lead a meeting of the U.S. – East African Community (EAC) Trade and Investment Framework Agreement (TIFA) Council. This meeting marks the fifteen-year anniversary of the U.S. – EAC TIFA, and comes as the Biden-Harris Administration intensifies engagement both bilaterally with Kenya and throughout the continent.
During this trip, Ambassador Tai will meet with senior government officials in Kenya, including President William Ruto, Cabinet Secretary for Trade Moses Kuria, and Cabinet Secretary for EAC and Arid and Semi-Arid Lands Rebecca Miano. She will also meet with U.S. Ambassador Meg Whitman.
Ambassador Tai will also meet with labor stakeholders, members of Kenya’s civil society, local businesses, and private sector representatives to discuss opportunities for increased cooperation with the United States. Ambassador Tai will also join U.S. Ambassador to Kenya, Meg Whitman, to meet with local youth and women entrepreneurs and discuss how the two countries can promote inclusive trade and economic prosperity for all.
Additional details on Ambassador Tai’s meetings and events in Nairobi will be provided at a later date.
###"
151,"Readout of Ambassador Katherine Tai's Meeting with South Africa’s Minister of Trade, Industry, and Competition Ebrahim Patel",2023-07-12,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/readout-ambassador-katherine-tais-meeting-south-africas-minister-trade-industry-and-competition,"WASHINGTON – United States Trade Representative Katherine Tai today met South Africa’s Minister of Trade, Industry, and Competition Ebrahim Patel, as well as other senior members of the delegation, including Minister in the Presidency, Khumbudzo Ntshavheni, and Minister of Finance, Enoch Godongwana.
The discussion focused on the importance of the U.S.-South African trade relationship and ways to increase economic engagement moving forward. The ministers also discussed the African Growth and Opportunity Act (AGOA) program and African regional integration.
Following the meeting, Ambassador Tai and the South African delegation met with senior business and civil society leaders from South Africa. The group discussed opportunities to champion workers in both countries, as well as promote inclusive economic growth.
###"
152,Readout of Ambassador Katherine Tai’s Meeting with United Kingdom Shadow Secretary of State for International Trade Nick Thomas-Symonds,2023-07-11,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/readout-ambassador-katherine-tais-meeting-united-kingdom-shadow-secretary-state-international-trade,"WASHINGTON – United States Trade Representative Katherine Tai met today with United Kingdom Shadow Secretary of State for International Trade and Member of Parliament, Nick Thomas-Symonds.  Ambassador Tai and Shadow Secretary of State Thomas-Symonds discussed a wide range of trade topics, including the Biden-Harris Administration’s approach to a worker-centered trade policy, strengthening U.S.-UK transatlantic trade, building more inclusive and sustainable supply chains, and supporting reform at the World Trade Organization.
###"
153,"Readout of Ambassador Katherine Tai’s Meeting with Canada’s Minister of International Trade, Export Promotion, Small Business, and Economic Development, Mary Ng",2023-07-06,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/readout-ambassador-katherine-tais-meeting-canadas-minister-international-trade-export-promotion,"Cancún – United States Trade Representative Katherine Tai met today with Canada’s Minister of International Trade, Export Promotion, Small Business, and Economic Development, Mary Ng, ahead of the third meeting of the United States – Mexico – Canada Agreement (USMCA) Free Trade Commission (FTC).
During the meeting, Ambassador Tai and Minister Ng highlighted the importance of the U.S.– Canada relationship. They agreed to working together to address shared goals of combatting forced labor and strengthening North American supply chain security and competitiveness. They also acknowledged the importance of ongoing consultations under the USMCA on certain Mexican energy and biotech measures. Ambassador Tai underscored the need for Canada to fully meet its USMCA commitments, including on home shopping. In addition, she urged Canada to refrain from imposing a digital services tax while the OECD process continues this year. Ambassador Tai also stressed the importance of WTO reform to make the organization more relevant and inclusive.
The two agreed to continue to collaborate on addressing these and other issues, and to stay in regular communication.
###"
154,"Readout of Ambassador Katherine Tai’s Meeting with Mexico’s Secretary of Economy, Raquel Buenrostro",2023-07-06,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/july/readout-ambassador-katherine-tais-meeting-mexicos-secretary-economy-raquel-buenrostro,"Cancún – United States Trade Representative Katherine Tai met today with Mexico’s Secretary of Economy, Raquel Buenrostro, ahead of the third meeting of the United States – Mexico – Canada Agreement (USMCA) Free Trade Commission (FTC).
During the meeting, Ambassador Tai and Secretary Buenrostro agreed to continue working together to strengthen the U.S.-Mexico economic relationship and underscored the importance of fully implementing the USMCA.  They highlighted advancing work under the USMCA Competitiveness Committee to maintain North American trade flows during emergency situations as well as cooperation on labor issues, including collaboration on prohibiting imports produced with forced labor from entering North America and Mexico’s continued implementation of its labor reform.
Ambassador Tai stressed the importance of Mexico fully meeting its USMCA commitments, including those related to certain of Mexico’s energy measures, enforcement of its fisheries-related environmental laws, and biotechnology measures.  In addition, Ambassador Tai raised concerns about regulatory uncertainty facing U.S. electronic payment services providers in Mexico and Mexico’s spectrum fee methodology.
Ambassador Tai and Secretary Buenrostro also discussed the importance of addressing the recent surge of imports of steel and aluminum products, and agreed to have their teams intensify their engagement. Ambassador Tai stressed the importance of Mexico enhancing its monitoring of its steel and aluminum exports to the United States in accordance with the
2019 Joint Statement by the United States and Mexico on Section 232 Duties on Steel and Aluminum
, and ensuring greater transparency with regards to Mexico’s steel and aluminum imports from third countries.
Ambassador Tai and Secretary Buenrostro agreed to stay in regular communication and directed their respective teams to continue working on these issues.
###"
155,Ambassador Katherine Tai to Travel to Mexico,2023-06-30,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/june/ambassador-katherine-tai-travel-mexico,"WASHINGTON – United States Trade Representative Katherine Tai will travel to Cancún, Mexico from July 6-7, 2023. Ambassador Tai will participate in the third meeting of the United States-Mexico-Canada Agreement (USMCA) Free Trade Commission (FTC) alongside Mexico’s Secretary of Economy, Raquel Buenrostro, and Canada’s Minister of International Trade, Export Promotion, Small Business and Economic Development, Mary Ng.
The USMCA is the foundational pillar of the trilateral trade relationship, driving regional economic growth and integration. In 2022, U.S. goods and services exports to USMCA parties was valued at nearly $790 billion, a 31 percent increase from 2012 and a 366 percent increase from 1993. According to the U.S. Department of Commerce, U.S. exports of goods and services to Canada and Mexico supported an estimated 2.1 million jobs in 2021.
In Mexico, Ministers will review ongoing work by USMCA committees and working groups to continue implementation of the Agreement. They will discuss how the Parties can further facilitate economic growth and investment to increase competitiveness in North America. The Ministers will also hear from private sector representatives and labor stakeholders on how the USMCA can benefit workers and small businesses in the three countries.
On the margins of the FTC meeting, Ambassador Tai will have separate bilateral meetings with Secretary Buenrostro and Minister Ng.
Ambassador Tai participated in the
second meeting
of the USMCA FTC in Vancouver, Canada in July 2022 and the United States hosted the
inaugural meeting
in May 2021.
###"
156,Readout of Ambassador Sarah Bianchi’s Travel to Manila and Seoul,2023-06-30,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/june/readout-ambassador-sarah-bianchis-travel-manila-and-seoul,"Ambassador Sarah Bianchi had a productive visit to Manila, Philippines, and Seoul, Korea. Ambassador Bianchi used these visits to discuss the importance of reaching a high standard agreement under the Trade Pillar of the Indo-Pacific Economic Framework (IPEF).
In Manila, Ambassador Bianchi met with Executive Secretary Lucas Bersamin, Department of Labor and Employment Undersecretary Ernesto Bitonio Jr., and Department of Trade and Industry Undersecretary Perry Rodolfo. During these meetings, Ambassador Bianchi thanked the Philippines for their positive and constructive engagement in IPEF negotiations and highlighted the importance of the U.S. – Philippines Trade and Investment Framework. She also stressed the importance promoting worker-centered trade and discussed the newly formed Philippine Interagency Committee on Labor. During the visit, she also met with private sector stakeholders.
In Seoul, Ambassador Bianchi met with Korean government officials, including Trade Minister Ahn Duk-Geun and Deputy Minister Joo Young-june among others. She used these meetings to thank the Republic of Korea for its strong support for the IPEF, including hosting the forthcoming negotiating round in Busan. During these meetings, the two sides discussed our joint efforts to make swift progress on IPEF. She raised the importance of reaching a high-standard commitments on labor and environment in the IPEF. Ambassador Bianchi also highlighted the importance and strength of the U.S.-ROK relationship, which is underpinned by the U.S.-ROK Free Trade Agreement. During the meeting, Ambassador Bianchi raised bilateral issues and discussed supply chain resilience and economic cooperation in the Indo-Pacific. During the visit, she also met with private sector stakeholders.
###"
157,"United States, Mexico, and Canada Hold the Second Meeting of the Labor Council under the United States-Mexico-Canada Agreement",2023-06-29,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/june/united-states-mexico-and-canada-hold-second-meeting-labor-council-under-united-states-mexico-canada,"MEXICO CITY – The United States, Mexico, and Canada today held the second meeting of the Labor Council under the United States-Mexico-Canada Agreement (USMCA) in Mexico City, Mexico.  Deputy Assistant United States Trade Representatives for Labor Affairs Katy Mastman and Brenna Dougan led the delegation on behalf of the Office of the U.S. Trade Representative, and Deputy Undersecretary for International Affairs Thea Mei Lee led for the U.S. Department of Labor.
During the meeting, the Council discussed several topics, including: key labor policies on violence and discrimination in the workplace; cooperation and technical assistance projects; and implementation of the USMCA’s provision related to imports produced with forced labor.  The Council also exchanged views on the USMCA’s Labor Chapter implementation and conferred on further opportunities to collaborate on labor priorities as a North America Region.
The Labor Council held a virtual public session, which benefitted from wide participation from workers, employers, civil society organizations, and the general public.  The public session reflected all three countries’ commitment to maintaining an open dialogue and participatory process regarding USMCA implementation.  The session also provided an opportunity for members of the public to offer comments and ask questions about the USMCA Labor Chapter, both in person and online.
The United States, Mexico, and Canada have issued a
Joint Statement
regarding the Council meeting.
###"
158,USTR Announces Sarah Ellerman as Assistant U.S. Trade Representative for Southeast Asia and the Pacific,2023-06-23,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2023/june/ustr-announces-sarah-ellerman-assistant-us-trade-representative-southeast-asia-and-pacific,"WASHINGTON – The Office of the United States Trade Representative today announced that Sarah Ellerman will serve as the Assistant United States Trade Representative for Southeast Asia and the Pacific.  Ellerman has more than two decades of experience in developing and implementing trade policy and has served in several key roles in USTR, including most recently as Assistant USTR for Southeast Asia and the Pacific (Acting).
Ellerman will continue to serve as the Indo-Pacific Economic Framework Pillar I Chief Negotiator.
“The Biden-Harris Administration is committed to deepening our economic engagement throughout Southeast Asia and the Pacific, and Sarah has played an essential role in delivering on that vision,”
said Ambassador Katherine Tai
.  “As USTR’s chief negotiator for the Indo-Pacific Economic Framework, she is developing an ambitious framework that will strengthen our ties to a dynamic and critical region.  I congratulate Sarah on today’s announcement and am excited for her to continue representing our office throughout Southeast Asia.”
USTR's Office of Southeast Asia and the Pacific seeks to enhance bilateral trade and investment relations with the countries of Southeast Asia, as well as Australia, New Zealand, and the Pacific Islands.
The office also works to advance relations regionally through initiatives with the Association of Southeast Asian Nations (ASEAN).
Sarah Ellerman, Assistant United States Trade Representative for Southeast Asia and the Pacific
Sarah Ellerman has over twenty years of experience in developing and implementing trade policy in the areas of manufacturing, services, and investment in markets around the world.  Prior to her current position, Sarah served as Deputy Assistant USTR for Southeast Asia and the Pacific.  Sarah joined USTR’s Office of Services & Investment in 2014, where she led negotiation and implementation of trade agreements relating to financial services, including the U.S. – Mexico – Canada Agreement, U.S. – Japan Digital Trade Agreement, U.S. and China Economic and Trade Agreement, U.S.- UK Covered Agreement, the U.S. – EU Covered Agreement, the Transatlantic Trade and Investment Partnership and the Trans-Pacific Partnership.  Ms. Ellerman came to USTR from the U.S. Department of Commerce, where she held a variety of roles in the International Trade Administration working on trade remedy issues, including as Senior Advisor to the Assistant Secretary for Enforcement and Compliance.  Ms. Ellerman was selected by the U.S. Department of Commerce to participate in the Brookings Institution’s Legis Congressional Fellowship program, where she worked on legislation related to trade and manufacturing matters for a U.S. Senator.  Ms. Ellerman previously served as First Secretary in the Commercial Section of the U.S. Embassy in Beijing, China.  Sarah is a graduate of Hollins College.
###"
